회사명,종목코드,업종,업종1,업종2,PER,업종PER,PBR
부국증권,001270,금융 지원 서비스업,KSE  코스피 증권,FICS  증권,10.68,8.06,0.54
계양전기,012200,일반 목적용 기계 제조업,KSE  코스피 기계,FICS  자동차부품,"1,236.84",75.92,0.87
한솔테크닉스,004710,전자부품 제조업,"KSE  코스피 전기,전자",FICS  휴대폰 및 관련부품,44.93,33.32,1.15
동성화학,005190,기초 화학물질 제조업,KSE  코스피 화학,FICS  화학,6.44,65.84,0.72
DB금융투자,016610,금융 지원 서비스업,KSE  코스피 증권,FICS  증권,5.11,8.06,0.35
한미사이언스,008930,기타 금융업,KSE  코스피 금융업,FICS  제약,166.61,8.49,7.74
삼진제약,005500,의약품 제조업,KSE  코스피 의약품,FICS  제약,30.30,140.79,1.61
포스코,005490,1차 철강 제조업,KSE  코스피 철강및금속,FICS  금속 및 광물,12.83,16.61,0.51
범양건영,002410,건물 건설업,KSE  코스피 건설업,FICS  건설,6.36,7.51,1.79
파미셀,005690,기초 의약물질 및 생물학적 제제 제조업,KSE  코스피 의약품,FICS  바이오,197.24,140.79,16.61
동국제강,001230,1차 철강 제조업,KSE  코스피 철강및금속,FICS  금속 및 광물,-,16.61,0.42
대원전선,006340,절연선 및 케이블 제조업,"KSE  코스피 전기,전자",FICS  전기장비,-,33.32,1.43
이수화학,005950,기초 화학물질 제조업,KSE  코스피 화학,FICS  화학,-,65.84,0.72
삼성증권,016360,금융 지원 서비스업,KSE  코스피 증권,FICS  증권,9.03,8.06,0.71
삼영무역,002810,기타 전문 도매업,KSE  코스피 유통업,FICS  화학,7.11,31.64,0.70
한양증권,001750,금융 지원 서비스업,KSE  코스피 증권,FICS  증권,6.37,8.06,0.48
금호석유화학,011780,기초 화학물질 제조업,KSE  코스피 화학,FICS  화학,30.24,65.84,3.34
유안타증권,003470,금융 지원 서비스업,KSE  코스피 증권,FICS  증권,8.51,8.06,0.52
제일파마홀딩스,002620,회사 본부 및 경영 컨설팅 서비스업,KSE  코스피 서비스업,FICS  제약,-,62.18,0.78
에이엔피,015260,전자부품 제조업,"KSE  코스피 전기,전자",FICS  전자 장비 및 기기,-,33.32,0.40
한창제지,009460,"펄프, 종이 및 판지 제조업","KSE  코스피 종이,목재",FICS  종이 및 목재,18.56,24.35,1.59
넥센,005720,고무제품 제조업,KSE  코스피 화학,FICS  자동차부품,4.53,65.84,0.26
삼성공조,006660,자동차 신품 부품 제조업,KSE  코스피 운수장비,FICS  자동차부품,14.82,26.97,0.32
세방전지,004490,일차전지 및 축전지 제조업,"KSE  코스피 전기,전자",FICS  자동차부품,19.74,33.32,1.45
진원생명과학,011000,의약품 제조업,KSE  코스피 의약품,FICS  바이오,-,140.79,19.51
참엔지니어링,009310,특수 목적용 기계 제조업,KSE  코스피 기계,FICS  디스플레이 및 관련부품,-,75.92,1.34
한국프랜지공업,010100,자동차 신품 부품 제조업,KSE  코스피 운수장비,FICS  자동차부품,8.53,26.97,0.45
코스모신소재,005070,기타 화학제품 제조업,KSE  코스피 화학,FICS  컴퓨터 및 주변기기,-,65.84,3.77
덕성,004830,플라스틱제품 제조업,KSE  코스피 화학,FICS  섬유 및 의복,636.20,65.84,1.74
신영증권,001720,금융 지원 서비스업,KSE  코스피 증권,FICS  증권,43.67,8.06,0.70
유진증권,001200,금융 지원 서비스업,KSE  코스피 증권,FICS  증권,9.77,8.06,0.51
유화증권,003460,금융 지원 서비스업,KSE  코스피 증권,FICS  증권,27.30,8.06,0.35
한신기계공업,011700,일반 목적용 기계 제조업,KSE  코스피 기계,FICS  기계,33.85,75.92,0.67
코스모화학,005420,기타 화학제품 제조업,KSE  코스피 화학,FICS  화학,-,65.84,2.29
가온전선,000500,절연선 및 케이블 제조업,"KSE  코스피 전기,전자",FICS  전기장비,16.86,33.32,0.36
S-Oil,010950,석유 정제품 제조업,KSE  코스피 화학,FICS  석유 및 가스,144.71,65.84,1.46
한화에어로스페이스,012450,"항공기,우주선 및 부품 제조업",KSE  코스피 운수장비,FICS  상업서비스,15.99,26.97,0.85
삼화전자공업,011230,영상 및 음향기기 제조업,"KSE  코스피 전기,전자",FICS  전기장비,-,33.32,3.43
현대제철,004020,1차 철강 제조업,KSE  코스피 철강및금속,FICS  금속 및 광물,314.79,16.61,0.32
써니전자,004770,반도체 제조업,"KSE  코스피 전기,전자",FICS  전자 장비 및 기기,249.59,33.32,2.85
현대비앤지스틸,004560,1차 철강 제조업,KSE  코스피 철강및금속,FICS  금속 및 광물,12.07,16.61,0.65
사조오양,006090,수산물 가공 및 저장 처리업,KSE  코스피 음식료품,FICS  식료품,7.20,30.82,0.57
한화투자증권,003530,금융 지원 서비스업,KSE  코스피 증권,FICS  증권,5.49,8.06,0.52
삼화전기,009470,전자부품 제조업,"KSE  코스피 전기,전자",FICS  전자 장비 및 기기,49.61,33.32,3.42
SK증권,001510,금융 지원 서비스업,KSE  코스피 증권,FICS  증권,13.23,8.06,0.72
평화홀딩스,010770,자동차 신품 부품 제조업,KSE  코스피 운수장비,FICS  자동차부품,-,26.97,0.48
일신석재,007110,"건축자재, 철물 및 난방장치 도매업",KSE  코스피 유통업,FICS  건축소재,163.12,31.64,2.84
KG동부제철,016380,1차 철강 제조업,KSE  코스피 철강및금속,FICS  금속 및 광물,-,16.61,1.25
아이에스동서,010780,"내화, 비내화 요업제품 제조업",KSE  코스피 비금속광물,FICS  건설,25.07,41.94,1.51
SH에너지화학,002360,기초 화학물질 제조업,KSE  코스피 화학,FICS  화학,-,65.84,1.05
대한화섬,003830,화학섬유 제조업,KSE  코스피 화학,FICS  화학,7.19,65.84,0.30
코리아써키트,007810,전자부품 제조업,"KSE  코스피 전기,전자",FICS  전자 장비 및 기기,606.36,33.32,1.25
신세계,004170,종합 소매업,KSE  코스피 유통업,FICS  백화점,4.53,31.64,0.61
OCI,010060,기초 화학물질 제조업,KSE  코스피 화학,FICS  화학,-,65.84,0.94
삼일제약,000520,의약품 제조업,KSE  코스피 의약품,FICS  제약,159.56,140.79,1.94
인스코비,006490,전기 통신업,KSE  코스피 통신업,FICS  무선통신,-,16.62,8.87
일성신약,003120,의약품 제조업,KSE  코스피 의약품,FICS  제약,32.23,140.79,0.50
현대건설,000720,토목 건설업,KSE  코스피 건설업,FICS  건설,11.74,7.51,0.72
TCC스틸,002710,1차 철강 제조업,KSE  코스피 철강및금속,FICS  금속 및 광물,22.17,16.61,0.93
에이프로젠제약,003060,의약품 제조업,KSE  코스피 의약품,FICS  제약,-,140.79,1.22
F&F,007700,봉제의복 제조업,"KSE  코스피 섬유,의복",FICS  섬유 및 의복,17.26,48.70,3.88
아남전자,008700,영상 및 음향기기 제조업,"KSE  코스피 전기,전자",FICS  내구소비재,576.45,33.32,4.38
현대미포조선,010620,선박 및 보트 건조업,KSE  코스피 운수장비,FICS  조선,37.09,26.97,0.85
GS건설,006360,건물 건설업,KSE  코스피 건설업,FICS  건설,7.19,7.51,0.79
삼아알미늄,006110,1차 비철금속 제조업,KSE  코스피 철강및금속,FICS  금속 및 광물,25.10,16.61,1.14
한국전자홀딩스,006200,기타 금융업,KSE  코스피 금융업,FICS  반도체 및 관련장비,-,8.49,0.38
삼성SDI,006400,일차전지 및 축전지 제조업,"KSE  코스피 전기,전자",FICS  전자 장비 및 기기,152.39,33.32,4.29
삼성전기,009150,전자부품 제조업,"KSE  코스피 전기,전자",FICS  전자 장비 및 기기,30.63,33.32,2.90
동부건설,005960,토목 건설업,KSE  코스피 건설업,FICS  건설,4.69,7.51,0.69
케이씨티시,009070,도로 화물 운송업,KSE  코스피 운수창고,FICS  육상운수,17.74,-,0.66
코오롱글로벌,003070,토목 건설업,KSE  코스피 건설업,FICS  건설,14.46,7.51,1.14
빙그레,005180,낙농제품 및 식용빙과류 제조업,KSE  코스피 음식료품,FICS  식료품,13.80,30.82,0.95
녹십자홀딩스,005250,회사 본부 및 경영 컨설팅 서비스업,KSE  코스피 서비스업,FICS  제약,701.96,62.18,2.50
조선내화,000480,"내화, 비내화 요업제품 제조업",KSE  코스피 비금속광물,FICS  금속 및 광물,12.91,41.94,0.52
현대약품,004310,의약품 제조업,KSE  코스피 의약품,FICS  제약,204.97,140.79,2.24
남양유업,003920,낙농제품 및 식용빙과류 제조업,KSE  코스피 음식료품,FICS  식료품,8.96,30.82,0.28
남선알미늄,008350,1차 비철금속 제조업,KSE  코스피 철강및금속,FICS  금속 및 광물,33.77,16.61,2.73
한국화장품제조,003350,기타 화학제품 제조업,KSE  코스피 화학,FICS  개인생활용품,-,65.84,3.33
대림건설,001880,건물 건설업,KSE  코스피 건설업,FICS  건설,5.58,7.51,1.16
현대종합상사,011760,상품 종합 도매업,KSE  코스피 유통업,FICS  무역,13.83,31.64,0.64
LS,006260,기타 금융업,KSE  코스피 금융업,FICS  전기장비,91.27,8.49,0.71
SK네트웍스,001740,기타 전문 도매업,KSE  코스피 유통업,FICS  복합 산업,-,31.64,0.60
경농,002100,"비료, 농약 및 살균, 살충제 제조업",KSE  코스피 화학,FICS  화학,63.09,65.84,1.51
티웨이홀딩스,004870,"시멘트, 석회, 플라스터 및 그 제품 제조업",KSE  코스피 비금속광물,FICS  항공운수,-,41.94,0.62
동방아그로,007590,"비료, 농약 및 살균, 살충제 제조업",KSE  코스피 화학,FICS  화학,14.06,65.84,0.62
송원산업,004430,기타 화학제품 제조업,KSE  코스피 화학,FICS  화학,14.05,65.84,1.13
진흥기업,002780,토목 건설업,KSE  코스피 건설업,FICS  건설,20.01,7.51,4.17
한국석유공업,004090,기타 비금속 광물제품 제조업,KSE  코스피 비금속광물,FICS  건축소재,-,41.94,0.52
천일고속,000650,육상 여객 운송업,KSE  코스피 운수창고,FICS  육상운수,132.93,-,1.88
대원강업,000430,자동차 신품 부품 제조업,KSE  코스피 운수장비,FICS  자동차부품,16.73,26.97,0.56
만호제강,001080,1차 철강 제조업,KSE  코스피 철강및금속,FICS  금속 및 광물,60.89,16.61,0.31
조광피혁,004700,"가죽, 가방 및 유사제품 제조업",KSE  코스피 제조업,FICS  섬유 및 의복,26.96,36.72,1.33
세방,004360,도로 화물 운송업,KSE  코스피 운수창고,FICS  육상운수,60.66,-,0.41
동양철관,008970,1차 철강 제조업,KSE  코스피 철강및금속,FICS  금속 및 광물,80.88,16.61,1.80
대유에이텍,002880,자동차 신품 부품 제조업,KSE  코스피 운수장비,FICS  자동차부품,11.53,26.97,1.06
남광토건,001260,토목 건설업,KSE  코스피 건설업,FICS  건설,37.13,7.51,2.71
삼영전자공업,005680,전자부품 제조업,"KSE  코스피 전기,전자",FICS  전기장비,27.35,33.32,0.48
신영와코루,005800,봉제의복 제조업,"KSE  코스피 섬유,의복",FICS  섬유 및 의복,22.96,48.70,0.28
오리엔트바이오,002630,의약품 제조업,KSE  코스피 의약품,FICS  바이오,-,140.79,3.83
조비,001550,"비료, 농약 및 살균, 살충제 제조업",KSE  코스피 화학,FICS  화학,-,65.84,2.19
한국공항,005430,기타 운송관련 서비스업,KSE  코스피 운수창고,FICS  항공운수,7.84,-,0.39
조광페인트,004910,기타 화학제품 제조업,KSE  코스피 화학,FICS  건축자재,-,65.84,0.46
삼천리,004690,연료용 가스 제조 및 배관공급업,KSE  코스피 전기가스업,FICS  가스,8.82,-,0.25
성보화학,003080,"비료, 농약 및 살균, 살충제 제조업",KSE  코스피 화학,FICS  화학,-,65.84,0.59
조흥,002600,기타 식품 제조업,KSE  코스피 음식료품,FICS  식료품,13.42,30.82,0.81
금양,001570,기초 화학물질 제조업,KSE  코스피 화학,FICS  화학,-,65.84,3.59
사조대림,003960,수산물 가공 및 저장 처리업,KSE  코스피 음식료품,FICS  식료품,1.57,30.82,0.43
비비안,002070,봉제의복 제조업,"KSE  코스피 섬유,의복",FICS  섬유 및 의복,-,48.70,0.53
S&T중공업,003570,자동차 신품 부품 제조업,KSE  코스피 운수장비,FICS  자동차부품,12.94,26.97,0.32
한신공영,004960,건물 건설업,KSE  코스피 건설업,FICS  건설,3.12,7.51,0.44
농심,004370,기타 식품 제조업,KSE  코스피 음식료품,FICS  식료품,24.93,30.82,0.88
삼영화학공업,003720,플라스틱제품 제조업,KSE  코스피 화학,FICS  용기 및 포장,-,65.84,2.41
성신양회,004980,"시멘트, 석회, 플라스터 및 그 제품 제조업",KSE  코스피 비금속광물,FICS  건축소재,11.80,41.94,0.51
신라교역,004970,어로 어업,KSE,FICS  식료품,15.59,-,0.31
신풍제지,002870,"펄프, 종이 및 판지 제조업","KSE  코스피 종이,목재",FICS  종이 및 목재,4.87,24.35,1.23
종근당홀딩스,001630,의약품 제조업,KSE  코스피 의약품,FICS  제약,12.46,140.79,1.20
크라운해태홀딩스,005740,기타 금융업,KSE  코스피 금융업,FICS  식료품,-,8.49,0.55
한독,002390,의약품 제조업,KSE  코스피 의약품,FICS  제약,11.66,140.79,1.20
SG충방,001380,자동차 신품 부품 제조업,KSE  코스피 운수장비,FICS  자동차부품,152.84,26.97,0.88
SK디스커버리,006120,기타 금융업,KSE  코스피 금융업,FICS  석유 및 가스,7.59,8.49,0.81
샘표,007540,기타 금융업,KSE  코스피 금융업,FICS  식료품,11.56,8.49,0.78
흥아해운,003280,해상 운송업,KSE  코스피 운수창고,FICS  해상운수,-,-,0.90
GS글로벌,001250,상품 종합 도매업,KSE  코스피 유통업,FICS  무역,-,31.64,0.55
금호산업,002990,건물 건설업,KSE  코스피 건설업,FICS  건설,27.50,7.51,0.83
삼부토건,001470,토목 건설업,KSE  코스피 건설업,FICS  건설,60.57,7.51,2.29
삼화콘덴서공업,001820,전자부품 제조업,"KSE  코스피 전기,전자",FICS  전기장비,25.24,33.32,4.85
페이퍼코리아,001020,"펄프, 종이 및 판지 제조업","KSE  코스피 종이,목재",FICS  종이 및 목재,-,24.35,5.61
동양,001520,"시멘트, 석회, 플라스터 및 그 제품 제조업",KSE  코스피 비금속광물,FICS  건축소재,-,41.94,0.32
한화,000880,기타 화학제품 제조업,KSE  코스피 화학,FICS  복합 산업,36.19,65.84,0.73
JW중외제약,001060,의약품 제조업,KSE  코스피 의약품,FICS  제약,-,140.79,2.94
영풍,000670,1차 비철금속 제조업,KSE  코스피 철강및금속,FICS  휴대폰 및 관련부품,4.20,16.61,0.30
백광산업,001340,기초 화학물질 제조업,KSE  코스피 화학,FICS  화학,11.18,65.84,1.04
성창기업지주,000180,회사 본부 및 경영 컨설팅 서비스업,KSE  코스피 서비스업,FICS  종이 및 목재,-,62.18,0.29
한창,005110,기계장비 및 관련 물품 도매업,KSE  코스피 유통업,FICS  부동산,-,31.64,1.99
삼화왕관,004450,기타 금속 가공제품 제조업,KSE  코스피 기계,FICS  용기 및 포장,9.93,75.92,0.54
KR모터스,000040,그외 기타 운송장비 제조업,KSE  코스피 운수장비,FICS  자동차,-,26.97,3.47
고려제강,002240,1차 철강 제조업,KSE  코스피 철강및금속,FICS  금속 및 광물,32.72,16.61,0.24
태양금속공업,004100,자동차 신품 부품 제조업,KSE  코스피 운수장비,FICS  자동차부품,-,26.97,0.74
선창산업,002820,나무제품 제조업,"KSE  코스피 종이,목재",FICS  종이 및 목재,-,24.35,0.26
DRB동일,004840,기타 금융업,KSE  코스피 금융업,FICS  자동차부품,15.63,8.49,0.39
넥센타이어,002350,고무제품 제조업,KSE  코스피 화학,FICS  자동차부품,6.64,65.84,0.50
SG세계물산,004060,상품 종합 도매업,KSE  코스피 유통업,FICS  섬유 및 의복,14.28,31.64,0.67
롯데정밀화학,004000,기초 화학물질 제조업,KSE  코스피 화학,FICS  화학,8.61,65.84,0.97
동화약품,000020,의약품 제조업,KSE  코스피 의약품,FICS  제약,45.75,140.79,1.42
대림산업,000210,토목 건설업,KSE  코스피 건설업,FICS  건설,5.05,7.51,0.57
LG상사,001120,상품 중개업,KSE  코스피 유통업,FICS  무역,36.28,31.64,0.88
국제약품,002720,의약품 제조업,KSE  코스피 의약품,FICS  제약,-,140.79,2.64
태광산업,003240,화학섬유 제조업,KSE  코스피 화학,FICS  화학,8.30,65.84,0.33
부산주공,005030,자동차 신품 부품 제조업,KSE  코스피 운수장비,FICS  자동차부품,-,26.97,0.98
한일현대시멘트,006390,"시멘트, 석회, 플라스터 및 그 제품 제조업",KSE  코스피 비금속광물,FICS  건축소재,15.79,41.94,3.19
CS홀딩스,000590,기타 금융업,KSE  코스피 금융업,FICS  금속 및 광물,6.97,8.49,0.30
신성통상,005390,기타 전문 도매업,KSE  코스피 유통업,FICS  섬유 및 의복,29.43,31.64,0.90
DB하이텍,000990,반도체 제조업,"KSE  코스피 전기,전자",FICS  반도체 및 관련장비,25.91,33.32,4.07
대림통상,006570,기타 금속 가공제품 제조업,KSE  코스피 기계,FICS  건축자재,-,75.92,0.75
유유제약,000220,의약품 제조업,KSE  코스피 의약품,FICS  제약,20.86,140.79,1.07
강남제비스코,000860,기타 화학제품 제조업,KSE  코스피 화학,FICS  건축자재,9.65,65.84,0.27
대신증권,003540,금융 지원 서비스업,KSE  코스피 증권,FICS  증권,12.23,8.06,0.52
NH투자증권,005940,금융 지원 서비스업,KSE  코스피 증권,FICS  증권,7.42,8.06,0.65
미래에셋대우,006800,금융 지원 서비스업,KSE  코스피 증권,FICS  증권,12.17,8.06,0.87
